mRNA	CKR
LOC_Os01g64600	0
LOC_Os01g64610	0
LOC_Os01g64620	11.6
LOC_Os01g64630	116.1
LOC_Os01g64640	64.2
LOC_Os01g64650	12
LOC_Os01g64670	1.1
LOC_Os01g64660	4.3
LOC_Os01g64680	60.3
LOC_Os01g64690	12.7
LOC_Os01g64700	43.4
LOC_Os01g64710	0
LOC_Os01g64720	2.8
LOC_Os01g64730	21.6
LOC_Os01g64740	0
LOC_Os01g64750	1.6
LOC_Os01g64760	18.4
LOC_Os01g64780	25.1
LOC_Os01g64770	16.8
LOC_Os01g64790	1.7
LOC_Os01g64800	0
LOC_Os01g64810	5.3
LOC_Os01g64820	2.9
LOC_Os01g64830	0
LOC_Os01g64840	21.9
LOC_Os01g64850	0
LOC_Os01g64860	0.7
LOC_Os01g64870	9
LOC_Os01g64880	0
LOC_Os01g64900	1.7
LOC_Os01g64890	5.9
LOC_Os01g64910	0
LOC_Os01g64920	4.6
LOC_Os01g64930	7.8
LOC_Os01g64949	0
LOC_Os01g64960	4.5
LOC_Os01g64980	17.1
LOC_Os01g64970	27.1
LOC_Os01g64990	0.5
LOC_Os01g65000	0.7
LOC_Os01g65010	0
LOC_Os01g65030	0
LOC_Os01g65040	0
LOC_Os01g65050	0
LOC_Os01g65060	0
LOC_Os01g65070	3.2
LOC_Os01g65080	42.9
LOC_Os01g65090	18.5
LOC_Os01g65094	8.1
LOC_Os01g65100	97.3
LOC_Os01g65110	52.4
LOC_Os01g65120	0.5
LOC_Os01g65130	0.4
LOC_Os01g65140	1.8
LOC_Os01g65150	0.8
LOC_Os01g65169	0
LOC_Os01g65190	5.1
LOC_Os01g65200	7.6
LOC_Os01g65210	1.2
LOC_Os01g65220	14.5
LOC_Os01g65230	19.8
LOC_Os01g65240	0
LOC_Os01g65250	0
LOC_Os01g65260	2.1
LOC_Os01g65270	0
LOC_Os01g65280	0
LOC_Os01g65290	0
LOC_Os01g65300	0
LOC_Os01g65310	7.7
LOC_Os01g65320	2.9
LOC_Os01g65330	15.9
LOC_Os01g65340	0
LOC_Os01g65350	2.6
LOC_Os01g65360	0
LOC_Os01g65370	35.3
LOC_Os01g65380	86.7
LOC_Os01g65400	1.7
LOC_Os01g65410	22.1
LOC_Os01g65420	6.6
LOC_Os01g65440	14.6
LOC_Os01g65450	5.7
LOC_Os01g65460	4.4
LOC_Os01g65470	0
LOC_Os01g65480	35.2
LOC_Os01g65490	0.6
LOC_Os01g65500	0
LOC_Os01g65510	9.2
LOC_Os01g65520	28.5
LOC_Os01g65530	6.8
LOC_Os01g65540	0
LOC_Os01g65550	12.5
LOC_Os01g65560	2.3
LOC_Os01g65580	5.5
LOC_Os01g65590	0
LOC_Os01g65600	14.8
LOC_Os01g65610	1.1
LOC_Os01g65620	12.1
LOC_Os01g65630	4
LOC_Os01g65640	2.2
LOC_Os01g65660	5.3
LOC_Os01g65650	5.6
LOC_Os01g65670	16.9
LOC_Os01g65680	27.6
LOC_Os01g65690	1.8
LOC_Os01g65692	12.5
LOC_Os01g65700	3.4
LOC_Os01g65710	1.2
LOC_Os01g65720	11.8
LOC_Os01g65730	3
LOC_Os01g65740	0
LOC_Os01g65750	0
LOC_Os01g65760	0
LOC_Os01g65770	0
LOC_Os01g65780	22.2
LOC_Os01g65790	11.5
LOC_Os01g65800	9.3
LOC_Os01g65810	0
LOC_Os01g65820	0
LOC_Os01g65830	10.9
LOC_Os01g65840	0.8
LOC_Os01g65850	0
LOC_Os01g65860	0
LOC_Os01g65870	0
LOC_Os01g65880	12.6
LOC_Os01g65890	4.4
LOC_Os01g65900	43.4
LOC_Os01g65902	0
LOC_Os01g65904	1.1
LOC_Os01g65920	15.1
LOC_Os01g65940	4
LOC_Os01g65950	0.5
LOC_Os01g65970	5.1
LOC_Os01g65980	0
LOC_Os01g65986	4.4
LOC_Os01g66000	5.3
LOC_Os01g65992	6.4
LOC_Os01g66010	3.3
LOC_Os01g66030	0.5
LOC_Os01g66020	0
LOC_Os01g66040	0
LOC_Os01g66050	9.8
LOC_Os01g66060	0
LOC_Os01g66070	0
LOC_Os01g66080	0
LOC_Os01g66090	0
LOC_Os01g66100	4.3
LOC_Os01g66110	35.8
LOC_Os01g66120	68.6
LOC_Os01g66130	5.4
LOC_Os01g66140	2.8
LOC_Os01g66150	9.8
LOC_Os01g66170	1.6
LOC_Os01g66160	1
LOC_Os01g66180	10.4
LOC_Os01g66190	21
LOC_Os01g66200	26
LOC_Os01g66210	0
LOC_Os01g66230	0.1
LOC_Os01g66240	2.9
LOC_Os01g66250	7.8
LOC_Os01g66260	0
LOC_Os01g66270	0
LOC_Os01g66280	9.3
LOC_Os01g66290	0
LOC_Os01g66300	13.2
LOC_Os01g66310	4
LOC_Os01g66320	5.7
LOC_Os01g66330	8.4
LOC_Os01g66340	0
LOC_Os01g66350	8.4
LOC_Os01g66379	0.5
LOC_Os01g66360	2.3
LOC_Os01g66400	1.6
LOC_Os01g66410	0
LOC_Os01g66420	15.4
LOC_Os01g66430	0
LOC_Os01g66440	0.3
LOC_Os01g66450	0
LOC_Os01g66460	0
LOC_Os01g66470	0
LOC_Os01g66480	0
LOC_Os01g66490	1
LOC_Os01g66500	6.7
LOC_Os01g66520	11.6
LOC_Os01g66510	7.2
LOC_Os01g66530	5.5
LOC_Os01g66544	19.2
LOC_Os01g66560	28.1
LOC_Os01g66570	0
LOC_Os01g66580	20.1
LOC_Os01g66590	0
LOC_Os01g66600	1.4
LOC_Os01g66610	0.9
LOC_Os01g66620	0
LOC_Os01g66630	0
LOC_Os01g66640	0
LOC_Os01g66650	0
LOC_Os01g66660	0
LOC_Os01g66670	0
LOC_Os01g66680	0
LOC_Os01g66690	6.8
LOC_Os01g66700	0.6
LOC_Os01g66710	1.4
LOC_Os01g66720	3.2
LOC_Os01g66730	0.2
LOC_Os01g66740	0
LOC_Os01g66750	0
LOC_Os01g66760	0.5
LOC_Os01g66780	0
LOC_Os01g66790	0
LOC_Os01g66800	0
LOC_Os01g66810	2.2
LOC_Os01g66820	0.9
LOC_Os01g66830	1.4
LOC_Os01g66840	1.4
LOC_Os01g66850	5
LOC_Os01g66860	10.7
LOC_Os01g66870	0
LOC_Os01g66890	1.2
LOC_Os01g66900	2
LOC_Os01g66910	0
LOC_Os01g66920	3.6
LOC_Os01g66930	0
LOC_Os01g66940	24.6
LOC_Os01g66950	0
LOC_Os01g66970	8.3
LOC_Os01g66960	10.4
LOC_Os01g66980	1.5
LOC_Os01g66990	0.3
LOC_Os01g67000	6.1
LOC_Os01g67010	0.8
LOC_Os01g67030	5.3
LOC_Os01g67040	4.5
LOC_Os01g67054	65.4
LOC_Os01g67070	0
LOC_Os01g67080	0
LOC_Os01g67090	21.2
LOC_Os01g67110	23.8
LOC_Os01g67100	8
LOC_Os01g67120	1.6
LOC_Os01g67126	58.2
LOC_Os01g67134	24.2
LOC_Os01g67150	0
LOC_Os01g67160	9.3
LOC_Os01g67170	3.1
LOC_Os01g67180	19.5
LOC_Os01g67190	3.3
LOC_Os01g67200	0
LOC_Os01g67210	24.8
LOC_Os01g67220	22.9
LOC_Os01g67229	0
LOC_Os01g67240	20.1
LOC_Os01g67250	15.7
LOC_Os01g67260	0
LOC_Os01g67270	0
LOC_Os01g67280	0
LOC_Os01g67290	13.8
LOC_Os01g67300	1.6
LOC_Os01g67310	0.3
LOC_Os01g67314	0
LOC_Os01g67320	5.4
LOC_Os01g67330	2.1
LOC_Os01g67340	6.7
LOC_Os01g67350	0
LOC_Os01g67360	9.6
LOC_Os01g67364	0.3
LOC_Os01g67370	7.8
LOC_Os01g67380	0
LOC_Os01g67390	15.4
LOC_Os01g67400	0
LOC_Os01g67410	5.6
LOC_Os01g67420	3.9
LOC_Os01g67430	0
LOC_Os01g67440	0
LOC_Os01g67450	0
LOC_Os01g67459	0
LOC_Os01g67468	0
LOC_Os01g67490	0.6
LOC_Os01g67480	24.9
LOC_Os01g67500	16.3
LOC_Os01g67510	3.2
LOC_Os01g67520	4.1
LOC_Os01g67530	2.7
LOC_Os01g67540	1.4
LOC_Os01g67550	8.5
LOC_Os01g67560	17.2
LOC_Os01g67570	6.5
LOC_Os01g67580	8.4
LOC_Os01g67590	1.6
LOC_Os01g67600	16.6
LOC_Os01g67610	0
LOC_Os01g67620	0
LOC_Os01g67630	3.2
LOC_Os01g67640	0
LOC_Os01g67650	0
LOC_Os01g67660	0
LOC_Os01g67670	0
LOC_Os01g67680	0
LOC_Os01g67690	0
LOC_Os01g67700	0
LOC_Os01g67710	0
LOC_Os01g67720	4.5
LOC_Os01g67730	4.2
LOC_Os01g67740	5.2
LOC_Os01g67750	8.5
LOC_Os01g67760	0
LOC_Os01g67770	12.9
LOC_Os01g67780	0
LOC_Os01g67790	0
LOC_Os01g67800	0
LOC_Os01g67810	10.2
LOC_Os01g67820	13.8
LOC_Os01g67830	0
LOC_Os01g67835	1.8
LOC_Os01g67840	0
LOC_Os01g67850	20.9
LOC_Os01g67860	211.8
LOC_Os01g67870	5.8
LOC_Os01g67880	9.9
LOC_Os01g67890	0
LOC_Os01g67900	0
LOC_Os01g67910	3.8
LOC_Os01g67920	4.6
LOC_Os01g67930	0
LOC_Os01g67940	0
LOC_Os01g67950	18.2
LOC_Os01g67960	6.8
LOC_Os01g67970	2.3
LOC_Os01g67980	0
LOC_Os01g67990	0
LOC_Os01g68000	0.2
LOC_Os01g68010	4.2
LOC_Os01g68020	57.6
LOC_Os01g68030	25
LOC_Os01g68040	16.3
LOC_Os01g68050	1.6
LOC_Os01g68060	25.4
LOC_Os01g68070	3.7
LOC_Os01g68080	0
LOC_Os01g68090	0
LOC_Os01g68104	1.7
LOC_Os01g68120	3.5
LOC_Os01g68130	0.2
LOC_Os01g68140	12
LOC_Os01g68160	1.6
LOC_Os01g68179	5.6
LOC_Os01g68200	0.7
LOC_Os01g68210	0
LOC_Os01g68220	0
LOC_Os01g68230	1.5
LOC_Os01g68240	2.2
LOC_Os01g68250	0
LOC_Os01g68260	0
LOC_Os01g68269	21.6
LOC_Os01g68279	0
LOC_Os01g68290	0
LOC_Os01g68300	2.7
LOC_Os01g68310	9.6
LOC_Os01g68320	48.2
LOC_Os01g68324	24.1
LOC_Os01g68330	4.7
LOC_Os01g68340	0
LOC_Os01g68350	0
LOC_Os01g68370	0
LOC_Os01g68380	10.6
LOC_Os01g68390	2.3
LOC_Os01g68400	0
LOC_Os01g68410	0
LOC_Os01g68420	0
LOC_Os01g68430	0
LOC_Os01g68440	1.4
LOC_Os01g68450	1.5
LOC_Os01g68460	7.2
LOC_Os01g68470	3.7
LOC_Os01g68490	3.1
LOC_Os01g68480	9.5
LOC_Os01g68500	16.6
LOC_Os01g68524	2.8
LOC_Os01g68510	4.3
LOC_Os01g68540	0.5
LOC_Os01g68545	5.9
LOC_Os01g68560	0
LOC_Os01g68570	12.4
LOC_Os01g68580	48.6
LOC_Os01g68589	80.5
LOC_Os01g68598	1.8
LOC_Os01g68610	0.5
LOC_Os01g68620	0
LOC_Os01g68630	12.4
LOC_Os01g68640	2.9
LOC_Os01g68650	42.4
LOC_Os01g68660	0
LOC_Os01g68670	9.3
LOC_Os01g68680	3.5
LOC_Os01g68690	0
LOC_Os01g68700	30.7
LOC_Os01g68710	22.4
LOC_Os01g68720	194.4
LOC_Os01g68730	250.9
LOC_Os01g68740	108
LOC_Os01g68750	16.4
LOC_Os01g68760	2.9
LOC_Os01g68770	31
LOC_Os01g68780	1.9
LOC_Os01g68790	54.6
LOC_Os01g68800	4.7
LOC_Os01g68810	11.5
LOC_Os01g68820	0
LOC_Os01g68830	11.4
LOC_Os01g68840	13.6
LOC_Os01g68850	0
LOC_Os01g68860	6
LOC_Os01g68870	0.6
LOC_Os01g68880	0
LOC_Os01g68890	22.7
LOC_Os01g68900	9.8
LOC_Os01g68920	0
LOC_Os01g68930	14.5
LOC_Os01g68940	9
LOC_Os01g68950	61
LOC_Os01g68960	0
LOC_Os01g68970	6.4
LOC_Os01g68980	0
LOC_Os01g68990	0
LOC_Os01g69000	0
LOC_Os01g69010	0
LOC_Os01g69020	0.6
LOC_Os01g69030	0.4
LOC_Os01g69040	6.9
LOC_Os01g69050	7.9
LOC_Os01g69070	0.6
LOC_Os01g69060	0.6
LOC_Os01g69080	10.4
LOC_Os01g69090	16.2
LOC_Os01g69100	47.8
LOC_Os01g69110	12.8
LOC_Os01g69120	2.9
LOC_Os01g69130	9.7
LOC_Os01g69140	24.2
LOC_Os01g69150	0
LOC_Os01g69160	0
LOC_Os01g69174	0
LOC_Os01g69190	0
LOC_Os01g69200	20
LOC_Os01g69210	5.9
LOC_Os01g69220	6.3
LOC_Os01g69230	28.1
LOC_Os01g69240	0.9
LOC_Os01g69250	17.2
LOC_Os01g69260	1.8
LOC_Os01g69270	21.5
LOC_Os01g69279	8.8
LOC_Os01g69290	16.1
LOC_Os01g69800	0
LOC_Os01g69810	0
LOC_Os01g69820	0
LOC_Os01g69830	8
LOC_Os01g69840	2.9
LOC_Os01g69850	4.5
LOC_Os01g69870	26.4
LOC_Os01g69890	7.3
LOC_Os01g69900	16.8
LOC_Os01g69904	0.6
LOC_Os01g69910	12.1
LOC_Os01g69920	54.4
LOC_Os01g69930	0
LOC_Os01g69940	13.9
LOC_Os01g69950	6.4
LOC_Os01g69960	26.4
LOC_Os01g69970	7
LOC_Os01g69980	49.1
LOC_Os01g69990	33.9
LOC_Os01g70000	0
LOC_Os01g70010	5.8
LOC_Os01g70020	13.8
LOC_Os01g70025	8.8
LOC_Os01g70030	0
LOC_Os01g70040	0
LOC_Os01g70050	0
LOC_Os01g70060	2.2
LOC_Os01g70080	9.3
LOC_Os01g70090	15.8
LOC_Os01g70100	21.9
LOC_Os01g70110	25.7
LOC_Os01g70130	5.1
LOC_Os01g70120	4.4
LOC_Os01g70140	16.9
LOC_Os01g70150	0.7
LOC_Os01g70160	5.3
LOC_Os01g70170	177.5
LOC_Os01g70180	20.5
LOC_Os01g70190	32.2
LOC_Os01g70200	49.1
LOC_Os01g70210	8.7
LOC_Os01g70220	1.4
LOC_Os01g70230	0
LOC_Os01g70240	3.6
LOC_Os01g70250	3.4
LOC_Os01g70260	1.9
LOC_Os01g70270	49.7
LOC_Os01g70280	0
LOC_Os01g70290	0.7
LOC_Os01g70300	5.2
LOC_Os01g70310	0
LOC_Os01g70320	9.2
LOC_Os01g70330	3
LOC_Os01g70340	0.2
LOC_Os01g70350	0
LOC_Os01g70360	0
LOC_Os01g70370	0
LOC_Os01g70380	11
LOC_Os01g70390	4.6
LOC_Os01g70410	7.5
LOC_Os01g70400	6.8
LOC_Os01g70430	5
LOC_Os01g70440	0
LOC_Os01g70450	0.8
LOC_Os01g70460	1.5
LOC_Os01g70470	110.1
LOC_Os01g70480	0.5
LOC_Os01g70490	0
LOC_Os01g70500	17.1
LOC_Os01g70509	0
LOC_Os01g70520	0.1
LOC_Os01g70525	0.9
LOC_Os01g70540	2.2
LOC_Os01g70550	16.5
LOC_Os01g70560	19.6
LOC_Os01g70570	13.3
LOC_Os01g70580	3.4
LOC_Os01g70590	22.8
LOC_Os01g70600	0
LOC_Os01g70610	0
LOC_Os01g70620	0
LOC_Os01g70630	0
LOC_Os01g70640	0
LOC_Os01g70650	0
LOC_Os01g70660	0
LOC_Os01g70670	13.3
LOC_Os01g70680	0
LOC_Os01g70690	10
LOC_Os01g70700	4.5
LOC_Os01g70710	39.5
LOC_Os01g70720	0
LOC_Os01g70730	2.8
LOC_Os01g70740	7.6
LOC_Os01g70750	0
LOC_Os01g70760	0
LOC_Os01g70770	9.5
LOC_Os01g70780	10
LOC_Os01g70790	35.5
LOC_Os01g70800	7.4
LOC_Os01g70810	8.2
LOC_Os01g70820	5.9
LOC_Os01g70830	4.7
LOC_Os01g70840	3.1
LOC_Os01g70850	3.6
LOC_Os01g70860	0
LOC_Os01g70870	1.6
LOC_Os01g70880	0
LOC_Os01g70890	2.9
LOC_Os01g70900	0
LOC_Os01g70920	1.6
LOC_Os01g70930	10.8
LOC_Os01g70950	3.6
LOC_Os01g70940	2.3
LOC_Os01g70960	7.2
LOC_Os01g70970	1.3
LOC_Os01g70980	26.5
LOC_Os01g70990	2.2
LOC_Os01g71000	21.7
LOC_Os01g71010	14.3
LOC_Os01g71020	0
LOC_Os01g71029	92.7
LOC_Os01g71040	1.8
LOC_Os01g71050	14.6
LOC_Os01g71060	19.5
LOC_Os01g71070	1.7
LOC_Os01g71080	19.5
LOC_Os01g71090	18.2
LOC_Os01g71094	18.7
LOC_Os01g71100	8.5
LOC_Os01g71106	15.1
LOC_Os01g71114	13.1
LOC_Os01g71130	0
LOC_Os01g71140	0
LOC_Os01g71150	0
LOC_Os01g71160	0
LOC_Os01g71170	19.6
LOC_Os01g71180	1.5
LOC_Os01g71190	3.1
LOC_Os01g71200	11.6
LOC_Os01g71210	0
LOC_Os01g71220	17.3
LOC_Os01g71230	86.2
LOC_Os01g71250	2.4
LOC_Os01g71240	0.2
LOC_Os01g71256	0.5
LOC_Os01g71262	7.4
LOC_Os01g71270	0.6
LOC_Os01g71280	3.3
LOC_Os01g71300	1.7
LOC_Os01g71310	0.6
LOC_Os01g71320	6
LOC_Os01g71330	4.4
LOC_Os01g71340	0
LOC_Os01g71350	22.4
LOC_Os01g71360	0
LOC_Os01g71370	0
LOC_Os01g71380	15.4
LOC_Os01g71390	0
LOC_Os01g71400	0
LOC_Os01g71410	0
LOC_Os01g71420	0.4
LOC_Os01g71430	0
LOC_Os01g71440	0
LOC_Os01g71450	0
LOC_Os01g71460	0.6
LOC_Os01g71474	0
LOC_Os01g71490	0
LOC_Os01g71510	0
LOC_Os01g71520	0
LOC_Os01g71530	0
LOC_Os01g71540	0
LOC_Os01g71549	0
LOC_Os01g71558	0
LOC_Os01g71570	0
LOC_Os01g71590	0
LOC_Os01g71599	0
LOC_Os01g71608	0
LOC_Os01g71620	6.4
LOC_Os01g71624	0.6
LOC_Os01g71630	41.8
LOC_Os01g71640	0
LOC_Os01g71650	0
LOC_Os01g71660	0
LOC_Os01g71670	0
LOC_Os01g71680	0
LOC_Os01g71690	2
LOC_Os01g71700	0
LOC_Os01g71710	9.1
LOC_Os01g71720	0
LOC_Os01g71740	11.3
LOC_Os01g71750	0
LOC_Os01g71760	0.7
LOC_Os01g71770	13.2
LOC_Os01g71780	8.7
LOC_Os01g71790	14.9
LOC_Os01g71800	0
LOC_Os01g71810	0
LOC_Os01g71820	4.7
LOC_Os01g71830	60.9
LOC_Os01g71840	0
LOC_Os01g71850	0
LOC_Os01g71860	1.9
LOC_Os01g71870	0
LOC_Os01g71880	0
LOC_Os01g71890	0
LOC_Os01g71900	0
LOC_Os01g71910	0
LOC_Os01g71930	8.9
LOC_Os01g71940	0
LOC_Os01g71950	0.5
LOC_Os01g71960	1.2
LOC_Os01g71970	15.1
LOC_Os01g71990	11.5
LOC_Os01g71980	23.3
LOC_Os01g72000	5.2
LOC_Os01g72009	67.4
LOC_Os01g72020	1.9
LOC_Os01g72030	0
LOC_Os01g72049	0.7
LOC_Os01g72070	0
LOC_Os01g72080	85.5
LOC_Os01g72090	1.8
LOC_Os01g72100	16.4
LOC_Os01g72110	0.5
LOC_Os01g72120	16.8
LOC_Os01g72130	113.1
LOC_Os01g72140	82.3
LOC_Os01g72150	37.5
LOC_Os01g72160	2.4
LOC_Os01g72170	47.6
LOC_Os01g72190	1.2
LOC_Os01g72200	2.2
LOC_Os01g72205	0.8
LOC_Os01g72220	7.4
LOC_Os01g72210	3.2
LOC_Os01g72230	8.5
LOC_Os01g72240	14.5
LOC_Os01g72250	2.3
LOC_Os01g72260	11
LOC_Os01g72270	0
LOC_Os01g72280	0
LOC_Os01g72290	1.3
LOC_Os01g72300	0
LOC_Os01g72310	6.5
LOC_Os01g72320	14
LOC_Os01g72330	11.6
LOC_Os01g72340	15.9
LOC_Os01g72350	2.6
LOC_Os01g72370	87.3
LOC_Os01g72360	129.3
LOC_Os01g72380	28.5
LOC_Os01g72390	0
LOC_Os01g72400	0
LOC_Os01g72420	23.6
LOC_Os01g72410	4.9
LOC_Os01g72430	15.7
LOC_Os01g72440	0
LOC_Os01g72450	0
LOC_Os01g72460	4
LOC_Os01g72470	0
LOC_Os01g72480	18
LOC_Os01g72490	26.2
LOC_Os01g72500	0
LOC_Os01g72510	0
LOC_Os01g72520	12.5
LOC_Os01g72530	64.3
LOC_Os01g72540	1.8
LOC_Os01g72550	9.5
LOC_Os01g72560	0.6
LOC_Os01g72570	4.9
LOC_Os01g72579	0
LOC_Os01g72590	0
LOC_Os01g72600	11.2
LOC_Os01g72610	3.3
LOC_Os01g72620	0.5
LOC_Os01g72630	0.2
LOC_Os01g72650	0
LOC_Os01g72660	0
LOC_Os01g72670	0.8
LOC_Os01g72680	1.5
LOC_Os01g72690	22.9
LOC_Os01g72700	18.1
LOC_Os01g72710	6.6
LOC_Os01g72720	0
LOC_Os01g72730	0
LOC_Os01g72740	6
LOC_Os01g72749	0
LOC_Os01g72760	0.5
LOC_Os01g72780	1.8
LOC_Os01g72790	29.8
LOC_Os01g72800	2.9
LOC_Os01g72810	5.7
LOC_Os01g72820	3.2
LOC_Os01g72834	14.2
LOC_Os01g72850	0.5
LOC_Os01g72860	20.5
LOC_Os01g72870	2.9
LOC_Os01g72880	1.5
LOC_Os01g72890	14.1
LOC_Os01g72900	11.9
LOC_Os01g72910	13.6
LOC_Os01g72920	0
LOC_Os01g72930	0.8
LOC_Os01g72934	31
LOC_Os01g72940	7.3
LOC_Os01g72950	2.9
LOC_Os01g72960	6.9
LOC_Os01g72970	8.7
LOC_Os01g72980	1.7
LOC_Os01g72990	10.1
LOC_Os01g73000	7.3
LOC_Os01g73005	0.6
LOC_Os01g73020	6.1
LOC_Os01g73024	2.8
LOC_Os01g73030	0
LOC_Os01g73040	4.2
LOC_Os01g73060	0.5
LOC_Os01g73080	5.1
LOC_Os01g73070	1.2
LOC_Os01g73090	0
LOC_Os01g73100	7.1
LOC_Os01g73110	14.2
LOC_Os01g73120	9.2
LOC_Os01g73130	0.9
LOC_Os01g73140	10.5
LOC_Os01g73150	2.9
LOC_Os01g73160	49.4
LOC_Os01g73170	8.8
LOC_Os01g73180	0
LOC_Os01g73190	0
LOC_Os01g73200	6.4
LOC_Os01g73210	0
LOC_Os01g73220	0
LOC_Os01g73230	4.4
LOC_Os01g73234	2.9
LOC_Os01g73240	13.1
LOC_Os01g73250	4.2
LOC_Os01g73260	0
LOC_Os01g73270	0
LOC_Os01g73280	0.6
LOC_Os01g73290	0
LOC_Os01g73300	2.9
LOC_Os01g73310	34.3
LOC_Os01g73320	0
LOC_Os01g73332	0
LOC_Os01g73344	0
LOC_Os01g73356	0
LOC_Os01g73370	0
LOC_Os01g73380	0
LOC_Os01g73390	0.5
LOC_Os01g73400	0
LOC_Os01g73410	10.7
LOC_Os01g73420	16.2
LOC_Os01g73430	0.7
LOC_Os01g73440	0.9
LOC_Os01g73450	3
LOC_Os01g73460	0.2
LOC_Os01g73470	8.9
LOC_Os01g73480	0
LOC_Os01g73490	0
LOC_Os01g73500	25.5
LOC_Os01g73514	25.3
LOC_Os01g73530	7.8
LOC_Os01g73540	1.9
LOC_Os01g73550	6.7
LOC_Os01g73560	13.8
LOC_Os01g73570	8.6
LOC_Os01g73580	10.1
LOC_Os01g73590	0
LOC_Os01g73604	0.1
LOC_Os01g73620	14.7
LOC_Os01g73630	8.5
LOC_Os01g73640	0
LOC_Os01g73644	6.8
LOC_Os01g73650	7.4
LOC_Os01g73656	4.4
LOC_Os01g73662	0
LOC_Os01g73670	27.6
LOC_Os01g73690	6.1
LOC_Os01g73680	3.5
LOC_Os01g73700	8.6
LOC_Os01g73710	0
LOC_Os01g73720	8
LOC_Os01g73730	53.8
LOC_Os01g73740	0
LOC_Os01g73750	1.7
LOC_Os01g73760	6.2
LOC_Os01g73770	2.7
LOC_Os01g73780	7.7
LOC_Os01g73790	13.8
LOC_Os01g73800	2.2
LOC_Os01g73810	0
LOC_Os01g73820	0
LOC_Os01g73830	0
LOC_Os01g73840	0.7
LOC_Os01g73850	0
LOC_Os01g73860	0
LOC_Os01g73870	0
LOC_Os01g73880	16.4
LOC_Os01g73890	2.8
LOC_Os01g73900	4.2
LOC_Os01g73910	12.4
LOC_Os01g73920	0
LOC_Os01g73930	0
LOC_Os01g73950	10.4
LOC_Os01g73940	31.6
LOC_Os01g73960	21.6
LOC_Os01g73970	12.7
LOC_Os01g73980	45.2
LOC_Os01g73990	69.1
LOC_Os01g74000	1.1
LOC_Os01g74010	10.8
LOC_Os01g74020	11.5
LOC_Os01g74030	7.3
LOC_Os01g74040	8.7
LOC_Os01g74050	0
LOC_Os01g74060	0
LOC_Os01g74070	0
LOC_Os01g74080	0
LOC_Os01g74090	0
LOC_Os01g74100	0
LOC_Os01g74110	2.2
LOC_Os01g74120	10.4
LOC_Os01g74130	0
LOC_Os01g74140	2.1
LOC_Os01g74146	4.5
LOC_Os01g74152	5
LOC_Os01g74160	0
LOC_Os01g74170	3.5
LOC_Os01g74180	6.5
LOC_Os01g74190	1.2
LOC_Os01g74200	5.7
LOC_Os01g74210	0
LOC_Os01g74220	0
LOC_Os01g74230	0
LOC_Os01g74240	0
LOC_Os01g74250	3.8
LOC_Os01g74260	0
LOC_Os01g74270	0
LOC_Os01g74280	11
LOC_Os01g74300	150
LOC_Os01g74310	6.3
LOC_Os01g74320	5.7
LOC_Os01g74330	4.3
LOC_Os01g74340	3.3
LOC_Os01g74350	9.2
LOC_Os01g74360	5.5
LOC_Os01g74370	2.6
LOC_Os01g74380	0
LOC_Os01g74390	0
LOC_Os01g74400	0
LOC_Os01g74410	395.3
LOC_Os01g74430	4
LOC_Os01g74440	0
LOC_Os01g74450	28.6
LOC_Os01g74460	5.2
LOC_Os01g74470	8.9
LOC_Os01g74480	3.3
LOC_Os01g74490	44.3
LOC_Os01g74500	4.3
LOC_Os01g74510	8.3
LOC_Os01g74520	7
LOC_Os01g74530	10.9
LOC_Os01g74540	18.5
LOC_Os01g74550	1.9
LOC_Os01g74560	0
LOC_Os01g74570	2.8
LOC_Os01g74580	1.9
LOC_Os01g74590	0
LOC_Os01g74600	3.3
LOC_Os01g74610	7.8
LOC_Os01g74620	0
LOC_Os01g74630	0
LOC_Os01g74640	7.2
LOC_Os01g74650	17.4
LOC_Os01g74660	6
LOC_Os01g74670	4.8
LOC_Os01g74680	0
LOC_Os01g74690	0
LOC_Os02g01010	28.5
LOC_Os02g01020	6.6
LOC_Os02g01030	28.3
LOC_Os02g01040	0
LOC_Os02g01050	0
LOC_Os02g01060	3.6
LOC_Os02g01070	17.9
LOC_Os02g01080	4.7
LOC_Os02g01090	0
LOC_Os02g01100	14.2
LOC_Os02g01110	6.6
LOC_Os02g01120	0
LOC_Os02g01130	0
LOC_Os02g01150	3.2
LOC_Os02g01140	0
LOC_Os02g01160	0
LOC_Os02g01170	25.6
LOC_Os02g01180	3.5
LOC_Os02g01190	0.5
LOC_Os02g01200	1.4
LOC_Os02g01210	0.7
LOC_Os02g01230	28.5
LOC_Os02g01220	31.8
LOC_Os02g01245	14.9
LOC_Os02g01240	18.1
LOC_Os02g01250	14
LOC_Os02g01260	0
LOC_Os02g01270	0
LOC_Os02g01275	0
LOC_Os02g01290	15.7
LOC_Os02g01280	24
LOC_Os02g01300	0
LOC_Os02g01310	0
LOC_Os02g01320	0
LOC_Os02g01326	0
LOC_Os02g01332	29.4
LOC_Os02g01340	7.7
LOC_Os02g01350	3.9
LOC_Os02g01355	6.5
LOC_Os02g01365	10.7
LOC_Os02g01360	24
LOC_Os02g01370	0
LOC_Os02g01380	10.6
LOC_Os02g01390	0
LOC_Os02g01400	0
LOC_Os02g01410	0
LOC_Os02g01420	0
LOC_Os02g01430	0
LOC_Os02g01440	4
